,ID
1874,pc2692
1875,pc1464
1876,pc1412
1877,pc1008
1878,pc1231
1879,pc1179
1880,pc0444
1881,pc1521
1882,pc1757
1883,pc0773
1884,pc1216
1885,pc1325
1886,pc2379
1887,pc0569
1888,pc1480
1889,pc2316
1890,pc3028
1891,pc2983
1892,pc2389
1893,pc1347
1894,pc0574
1895,pc0473
1896,pc1953
1897,pc2632
1898,pc2088
1899,pc1219
1900,pc2688
1901,pc1167
1902,pc2576
1903,pc2642
1904,pc0583
1905,pc2734
1906,pc2948
1907,pc0412
1908,pc2873
1909,pc1389
1910,pc2931
1911,pc1828
1912,pc1698
1913,pc1145
1914,pc1592
1915,pc2321
1916,pc2604
1917,pc0466
1918,pc1515
1919,pc0326
1920,pc0650
1921,pc2477
1922,pc1819
1923,pc1188
1924,pc2286
1925,pc1417
1926,pc1206
1927,pc1578
1928,pc3021
1929,pc0506
1930,pc0637
1931,pc1890
1932,pc0433
1933,pc3048
1934,pc2546
1935,pc1429
1936,pc0979
1937,pc1102
1938,pc2671
1939,pc1558
1940,pc2459
1941,pc0536
1942,pc0570
1943,pc1391
1944,pc2061
1945,pc1487
1946,pc2300
1947,pc1609
1948,pc1657
1949,pc2437
1950,pc1170
1951,pc1467
1952,pc2015
1953,pc0823
1954,pc0934
1955,pc2822
1956,pc1678
1957,pc1927
1958,pc2359
1959,pc1341
1960,pc2749
1961,pc2550
1962,pc2362
1963,pc2486
1964,pc1101
1965,pc2940
1966,pc1566
1967,pc2083
1968,pc2060
1969,pc2596
1970,pc2629
1971,pc2001
1972,pc2110
1973,pc0664
1974,pc1581
1975,pc1383
1976,pc1610
1977,pc1832
1978,pc1053
1979,pc1273
1980,pc0453
1981,pc0577
1982,pc0469
1983,pc1748
1984,pc1617
1985,pc0981
1986,pc3027
1987,pc1793
1988,pc0456
1989,pc2125
1990,pc1194
1991,pc2247
1992,pc2544
1993,pc3012
1994,pc2927
1995,pc1331
1996,pc1240
1997,pc2584
1998,pc0810
1999,pc0477
2000,pc0396
2001,pc0855
2002,pc1015
2003,pc2385
2004,pc1387
2005,pc1091
2006,pc1567
2007,pc0657
2008,pc0597
2009,pc2630
2010,pc0811
2011,pc1837
2012,pc0566
2013,pc2493
2014,pc1656
2015,pc1186
2016,pc1481
2017,pc2473
2018,pc1251
2019,pc2384
2020,pc2662
2021,pc1821
2022,pc0589
2023,pc2248
2024,rsy9
2025,pc2090
2026,pc1667
2027,pc0334
2028,pc0879
2029,pc1820
2030,pc1045
2031,pc2464
2032,pc2452
2033,pc1660
2034,pc1858
2035,pc0954
2036,pc2643
2037,pc0852
2038,pc1130
2039,pc2299
2040,pc0881
2041,pc1042
2042,pc1576
2043,pc1658
2044,pc0604
2045,rsy14
2046,pc3039
2047,pc2781
2048,pc0560
2049,pc1476
2050,pc1557
2051,pc2030
2052,pc2811
2053,rsy4
2054,pc1071
2055,pc2777
2056,pc0894
2057,pc1570
2058,pc0717
2059,pc1759
2060,pc2458
2061,rsy3
2062,pc1215
2063,pc1207
2064,pc1482
2065,pc2266
2066,pc1421
2067,pc0395
2068,pc2735
2069,pc0386
2070,pc0572
2071,pc1603
2072,pc1134
2073,pc2684
2074,rsy5
2075,pc1777
2076,pc2005
2077,pc1862
2078,pc0986
2079,pc2322
2080,pc1789
2081,pc1394
2082,pc0694
2083,pc0778
2084,pc2733
2085,pc2700
2086,pc1046
2087,pc1199
2088,pc2221
2089,pc0812
2090,pc0460
2091,pc0982
2092,pc0907
2093,pc2791
2094,pc1936
2095,pc1014
2096,pc1176
2097,pc2154
2098,pc0339
2099,pc1785
2100,pc0532
2101,pc1680
2102,pc0575
2103,pc0705
2104,pc1969
2105,pc1666
2106,pc2410
2107,pc1798
2108,pc0471
2109,pc1163
2110,pc2998
2111,pc0980
2112,pc0941
2113,pc3040
2114,pc2100
2115,pc0573
2116,pc2945
2117,pc1265
2118,pc0617
2119,pc0911
2120,pc1249
2121,pc1967
2122,pc2363
2123,pc2690
2124,pc0360
2125,pc1228
2126,pc1710
2127,pc2471
2128,pc1098
2129,pc2582
2130,pc1351
2131,pc1431
2132,pc0753
2133,pc1405
2134,pc2568
2135,pc1954
2136,pc1357
2137,pc2333
2138,pc2064
2139,pc1041
2140,pc0376
2141,pc1067
2142,pc1723
2143,pc1438
2144,pc0518
2145,pc1094
2146,pc0912
2147,pc2707
2148,pc0668
2149,pc1337
2150,pc1579
2151,pc2435
2152,rsm6
2153,pc0996
2154,pc2128
2155,pc0886
2156,pc2547
2157,pc0370
2158,pc1734
2159,pc2102
2160,pc2879
2161,pc0447
2162,pc3043
2163,pc2865
2164,pc1823
2165,pc2461
2166,pc1744
2167,pc0425
2168,pc1368
2169,pc2226
2170,pc1645
2171,rsy2
2172,pc0816
2173,pc2218
2174,pc3096
2175,pc0515
2176,pc2967
2177,pc2639
2178,pc1612
2179,pc0787
2180,pc1210
2181,pc0380
2182,pc0924
2183,pc0670
2184,pc1769
2185,pc1864
2186,pc1142
2187,pc0901
2188,pc2123
2189,pc0578
2190,pc2950
2191,pc2386
2192,pc1116
2193,pc0695
2194,pc0547
2195,pc1827
2196,pc1886
2197,pc1224
2198,pc2468
2199,pc1320
2200,pc1506
2201,pc1781
2202,pc2958
2203,pc0600
2204,pc0866
2205,pc2961
2206,pc0416
2207,pc2382
2208,pc2145
2209,pc1433
2210,pc1715
2211,pc1899
2212,pc0898
2213,pc1349
2214,pc2682
2215,pc2813
2216,pc2564
2217,pc0937
2218,pc1600
2219,pc1747
2220,pc1256
2221,pc1456
2222,pc0555
2223,pc0939
2224,pc1030
2225,pc3004
2226,pc1049
2227,pc2402
2228,pc1505
2229,pc0978
2230,pc0928
2231,pc0998
2232,pc1147
2233,pc1329
2234,pc0709
2235,pc1668
2236,pc0985
2237,pc1987
2238,pc2554
2239,pc1322
2240,pc2589
2241,pc1765
2242,pc2156
2243,pc1135
2244,pc0645
2245,pc0802
2246,pc0799
2247,pc1072
2248,pc1497
2249,pc1385
2250,pc1508
2251,pc2002
2252,pc1397
2253,pc1706
2254,pc2344
2255,pc0328
2256,pc2457
2257,pc2227
2258,pc2972
2259,pc1295
2260,pc1562
2261,pc1016
2262,pc2023
2263,pc1457
2264,pc1502
2265,pc0708
2266,pc0740
2267,pc2078
2268,pc2606
2269,pc0343
2270,pc0595
2271,pc2052
2272,pc3035
2273,pc0534
2274,pc3089
2275,pc1411
2276,pc1267
2277,pc1264
2278,pc2334
2279,pc0585
2280,pc1166
2281,pc2802
2282,pc2963
2283,pc0863
2284,pc3081
2285,pc0402
2286,pc2462
2287,pc1095
2288,pc1327
2289,pc1860
2290,pc1572
2291,pc1872
2292,pc1933
2293,pc1749
2294,pc2593
2295,pc1212
2296,pc1559
2297,pc2623
2298,pc0377
2299,pc2711
2300,pc1552
2301,pc2868
2302,pc2744
2303,pc1361
2304,pc1126
2305,pc1518
2306,pc0663
2307,pc2028
2308,pc1425
2309,pc2278
2310,pc0397
2311,pc1732
2312,pc2418
2313,pc2361
2314,pc1682
2315,pc0756
2316,pc2077
2317,pc2485
2318,pc2423
2319,pc0344
2320,pc2679
2321,pc2718
2322,pc0767
2323,pc1021
2324,pc1314
2325,pc2719
2326,pc0735
2327,pc0465
2328,pc1575
2329,pc2614
2330,pc0877
2331,pc2068
2332,pc2308
2333,pc2789
2334,pc0746
2335,pc1294
2336,pc1138
2337,pc1209
2338,pc1047
2339,pc0688
2340,pc2225
2341,pc3047
2342,pc2450
2343,pc2444
2344,pc1332
2345,pc2732
2346,pc1641
2347,pc0405
2348,pc1451
2349,pc2696
2350,pc2168
2351,pc0806
2352,pc0864
2353,pc1721
2354,pc0775
2355,pc1392
2356,pc2949
2357,pc1490
2358,pc1298
2359,pc2938
2360,pc2095
2361,pc2436
2362,pc2620
2363,pc0666
2364,pc0851
2365,pc2438
2366,pc1846
2367,pc2540
2368,pc1623
2369,pc2625
2370,pc2258
2371,pc2184
2372,pc0865
2373,pc0441
2374,pc1511
2375,pc0661
2376,pc2011
2377,pc1986
2378,pc0476
2379,pc2216
2380,pc0999
2381,pc0696
2382,pc2051
2383,pc0655
2384,pc0732
2385,pc2350
2386,rsm10
2387,pc1254
2388,pc1869
2389,pc1020
2390,pc0540
2391,pc0450
2392,pc0966
2393,pc1565
2394,pc2667
2395,pc1509
2396,pc2526
2397,pc0875
2398,pc1323
2399,pc0620
2400,pc2038
2401,pc2798
2402,pc2101
2403,pc1460
2404,pc2383
2405,pc2290
2406,pc1407
2407,pc0490
2408,pc2528
2409,pc2616
2410,pc2019
2411,pc1198
2412,pc2337
2413,pc2663
2414,pc2211
2415,pc1317
2416,pc2313
2417,pc1078
2418,pc1571
2419,pc0727
2420,pc2273
2421,pc2223
2422,pc1308
2423,pc1410
2424,pc1073
2425,pc2200
2426,pc1620
2427,pc3000
2428,pc0794
2429,pc2251
2430,pc1589
2431,rsy10
2432,pc1583
2433,pc2709
2434,pc3094
2435,pc2373
2436,pc1898
2437,pc0786
2438,pc1465
2439,pc2439
2440,pc0496
2441,pc0721
2442,pc2118
2443,pc0633
2444,pc1526
2445,pc0582
2446,pc1648
2447,pc1993
2448,pc1159
2449,pc2099
2450,pc1885
2451,pc0782
2452,pc2624
2453,pc1529
2454,pc2919
2455,pc1733
2456,pc2890
2457,pc1608
2458,pc1005
2459,pc2778
2460,pc2997
2461,pc1702
2462,pc2658
2463,pc2897
2464,pc2149
2465,pc2329
2466,pc2395
2467,pc1001
2468,pc2072
2469,pc1434
2470,pc1964
2471,pc3091
2472,pc2702
2473,pc0684
2474,pc3015
2475,pc2378
2476,pc1792
2477,pc3044
2478,pc0352
2479,pc1335
2480,pc1277
2481,pc1644
2482,pc2955
2483,pc2096
2484,pc3100
2485,pc0983
2486,pc1591
2487,pc1975
2488,pc2588
2489,pc0741
2490,pc1871
2491,pc2366
2492,pc2208
2493,pc0467
2494,pc0913
2495,pc0772
2496,pc1539
2497,pc0990
2498,pc1050
2499,pc1720
2500,pc1960
2501,pc1007
2502,pc0429
2503,pc0962
2504,pc0654
2505,pc0333
2506,pc1339
2507,pc0675
2508,pc1930
2509,pc0713
2510,pc0897
2511,pc2119
2512,pc0427
2513,pc1661
2514,pc0489
2515,pc0905
2516,pc2664
2517,pc0353
2518,pc2253
2519,pc0371
2520,pc0959
2521,pc2130
2522,pc0640
2523,pc0495
2524,pc1888
2525,pc2183
2526,pc1646
2527,pc2722
2528,pc2966
2529,pc1301
2530,pc2007
2531,pc2189
2532,pc2413
2533,pc2571
2534,pc3020
2535,pc0908
2536,pc0434
2537,pc1536
2538,pc2026
2539,pc2147
2540,pc1738
2541,pc0399
2542,pc1742
2543,pc1498
2544,pc0822
2545,pc1838
2546,pc0691
2547,pc1223
2548,pc1994
2549,pc2601
2550,pc3090
2551,pc1877
2552,pc2703
2553,pc2579
2554,pc1169
2555,pc2397
2556,pc3031
2557,pc0737
2558,pc1161
2559,pc2277
2560,pc2608
2561,pc0734
